Product,Release,ExtendedEndDate,End of life,Vendor,End of support,Branch,Status
Microsoft Application Virtualization 5.0,Service Pack 3,2026-04-14,,microsoft,,,
Microsoft Application Virtualization 5.1,,2026-04-14,,microsoft,,,
Microsoft Application Virtualization 5.1,,2026-04-14,,microsoft,,,
Microsoft Application Virtualization Hosting 4.5 for Windows Desktops,Original Release,2019-01-08,,microsoft,,,
Microsoft Application Virtualization Hosting 4.5 for Windows Desktops,Service Pack 1,2019-01-08,,microsoft,,,
Microsoft Application Virtualization Hosting 4.5 for Windows Desktops,Service Pack 2,2019-01-08,,microsoft,,,
Microsoft Application Virtualization Hosting 4.6 for Windows Desktops,Original Release,2020-07-14,,microsoft,,,
Microsoft Application Virtualization Hosting 4.6 for Windows Desktops,Service Pack 1,2020-07-14,,microsoft,,,
Microsoft Application Virtualization Hosting 4.6 for Windows Desktops,Service Pack 2,2020-07-14,,microsoft,,,
Microsoft Application Virtualization Hosting 4.6 for Windows Desktops,Service Pack 3,2020-07-14,,microsoft,,,
Microsoft Application Virtualization Hosting 5.0 for Windows Desktops,Original Release,2026-04-14,,microsoft,,,
Microsoft Application Virtualization Hosting 5.0 for Windows Desktops,Service Pack 1,2026-04-14,,microsoft,,,
Microsoft Application Virtualization Hosting 5.0 for Windows Desktops,Service Pack 2,2026-04-14,,microsoft,,,
Microsoft Application Virtualization Hosting 5.0 for Windows Desktops,Service Pack 3,2026-04-14,,microsoft,,,
Microsoft Application Virtualization Hosting 5.1 for Windows Desktops,,2026-04-14,,microsoft,,,
Microsoft Azure Virtual Machine (classic),,,2023-09-01,microsoft,,,
Microsoft BitLocker Administration and Monitoring 1.0,,2021-09-14,,microsoft,,,
Microsoft BitLocker Administration and Monitoring 2.0,Original Release,2023-07-11,,microsoft,,,
Microsoft BitLocker Administration and Monitoring 2.0,Service Pack 1,2023-07-11,,microsoft,,,
Microsoft BitLocker Administration and Monitoring 2.5,Original Release,2026-04-14,,microsoft,,,
Microsoft BitLocker Administration and Monitoring 2.5,Service Pack 1,2026-04-14,,microsoft,,,
Microsoft BizTalk Accelerator for Financial Services 1.0,,2013-04-09,,microsoft,,,
Microsoft BizTalk Accelerator for Financial Services 1.0,,2013-04-09,,microsoft,,,
Microsoft BizTalk Accelerator for HIPAA 2.0,,2013-04-09,,microsoft,,,
Microsoft BizTalk Accelerator for HIPAA 2.0,,2013-04-09,,microsoft,,,
Microsoft BizTalk Accelerator for HIPAA 3.0,,2015-01-13,,microsoft,,,
Microsoft BizTalk Accelerator for HIPAA 3.0,,2015-01-13,,microsoft,,,
Microsoft BizTalk Accelerator for HL7 1.0 ,,2014-07-08,,microsoft,,,
Microsoft BizTalk Accelerator for RosettaNet 3.0,,2015-04-14,,microsoft,,,
Microsoft BizTalk Accelerator for RosettaNet 3.0,,2015-04-14,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.0,,2014-10-14,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.1,Original Release,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.1,Service Pack 1,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.1,Original Release,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.1,Service Pack 1,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.3,Original Release,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.3,Service Pack 1,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.3,Original Release,2015-10-13,,microsoft,,,
Microsoft BizTalk Accelerator for SWIFT 2.3,Service Pack 1,2015-10-13,,microsoft,,,
Microsoft BizTalk Adapter 2.0,,2015-01-13,,microsoft,,,
Microsoft BizTalk Adapter 2.0,,2015-01-13,,microsoft,,,
Microsoft BizTalk Adapter 2.0,,2015-01-13,,microsoft,,,
Microsoft BizTalk Adapters for Host Systems,,2017-04-11,,microsoft,,,
Microsoft BizTalk Adapters for Host Systems 2.0,,2019-07-09,,microsoft,,,
Microsoft BizTalk Adapters for Host Systems 2.0,,2019-07-09,,microsoft,,,
Microsoft BizTalk FileAct and InterAct Adapters for SWIFT,,2017-04-11,,microsoft,,,
Microsoft BizTalk Server 2004,Original Release,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 1,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 2,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Original Release,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 1,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 2,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Original Release,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 1,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 2,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Original Release,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 1,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2004,Service Pack 2,2014-07-08,,microsoft,,,
Microsoft BizTalk Server 2006,,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006,,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006,,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006,,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Original Release,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Original Release,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Original Release,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Original Release,2016-07-12,,microsoft,,,
Microsoft BizTalk Server 2006 R2,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft Business Solutions Business Portal,Business Solutions Business Portal 1.2,,,microsoft,,,
Microsoft Business Solutions Business Portal,Business Solutions Business Portal 2.0,,,microsoft,,,
Microsoft Business Solutions Business Portal,Business Solutions Business Portal 2.5,,,microsoft,,,
Microsoft Business Solutions for Analytics Forecaster 6.7,,2015-04-14,,microsoft,,,
Microsoft Business Solutions for Analytics--FRx 6.7 Desktop,,2014-07-08,,microsoft,,,
Microsoft Business Solutions--Great Plains 8.0,,,,microsoft,,,
Microsoft Business Solutions--Solomon 6.0,,,,microsoft,,,
Microsoft C5 4.0,,,,microsoft,,,
Microsoft Class Server 3.0,,2013-10-08,,microsoft,,,
Microsoft Class Server 4.0,,2015-04-14,,microsoft,,,
Microsoft Cloud for Healthcare,,,,microsoft,,,
Microsoft Commerce Server 2007,Original Release,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Service Pack 2,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Original Release,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Service Pack 2,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Original Release,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Service Pack 1,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2007,Service Pack 2,2016-07-12,,microsoft,,,
Microsoft Commerce Server 2009,,2019-07-09,,microsoft,,,
Microsoft Commerce Server 2009,,2019-07-09,,microsoft,,,
Microsoft Commerce Server 2009 R2,,2019-07-09,,microsoft,,,
Microsoft Commerce Server 2009 R2,,2019-07-09,,microsoft,,,
Microsoft Compute Cluster Pack,Original Release,2015-07-14,,microsoft,,,
Microsoft Compute Cluster Pack,Service Pack 1,2015-07-14,,microsoft,,,
Microsoft Connected Services Framework 2.5,,2015-10-13,,microsoft,,,
Microsoft Connected Services Framework 2.5,,2015-10-13,,microsoft,,,
Microsoft Connected Services Framework 2.5,,2015-10-13,,microsoft,,,
Microsoft Connected Services Framework 3.0,,2016-07-12,,microsoft,,,
Microsoft Connected Services Framework 3.0,,2016-07-12,,microsoft,,,
Microsoft Connected Services Framework 3.0,,2016-07-12,,microsoft,,,
Microsoft Connected Services Framework 3.0,,2016-07-12,,microsoft,,,
Microsoft Connected Services Framework 3.0,,2016-07-12,,microsoft,,,
Microsoft Content Management Server 2002,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Original Release,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Service Pack 1a,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Original Release,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Service Pack 1a,2014-04-08,,microsoft,,,
Microsoft Content Management Server 2002,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Customer Care Framework 2005,,2016-04-12,,microsoft,,,
Microsoft Customer Care Framework 2005 .NET 2.0 Edition,,2017-01-10,,microsoft,,,
Microsoft Customer Care Framework 2008,,2017-10-10,,microsoft,,,
Microsoft Customer Care Framework 2009,Original Release,2019-01-08,,microsoft,,,
Microsoft Customer Care Framework 2009,Service Pack 1,2019-01-08,,microsoft,,,
Microsoft Defender for Cloud,,,,microsoft,,,
Microsoft Defender for Endpoint,,,,microsoft,,,
Microsoft Defender for IoT,,,,microsoft,,,
Microsoft Deployment Agent 2013,,2024-04-09,,microsoft,,,
Microsoft Diagnostics and Recovery Toolset 10.0,,2026-04-14,,microsoft,,,
Microsoft Diagnostics and Recovery Toolset 6.5,,2019-01-08,,microsoft,,,
Microsoft Diagnostics and Recovery Toolset 7.0,,2021-10-12,,microsoft,,,
Microsoft Diagnostics and Recovery Toolset 8.0,Original Release,2023-01-10,,microsoft,,,
Microsoft Diagnostics and Recovery Toolset 8.0,Service Pack 1,2023-01-10,,microsoft,,,
Microsoft Diagnostics and Recovery Toolset 8.1,,2024-04-09,,microsoft,,,
Microsoft Edge,,,,microsoft,,,
Microsoft Edge Legacy,,,,microsoft,,,
Microsoft Edge WebView2,,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1511,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1602,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1606,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1606 with KB3186654,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1610,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1702,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1706,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1710,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1802,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1806,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1810,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1902,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1906,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 1910,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2002,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2006,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2010,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2103,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2107,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2111,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2203,,,microsoft,,,
Microsoft Endpoint Configuration Manager,Version 2207,,,microsoft,,,
Microsoft Enterprise Desktop Virtualization 1.0,Original Release,2018-10-09,,microsoft,,,
Microsoft Enterprise Desktop Virtualization 1.0,Service Pack 1,2018-10-09,,microsoft,,,
Microsoft Enterprise Desktop Virtualization 2.0,,2021-04-13,,microsoft,,,
Microsoft Excel 2004 for Mac,,,,microsoft,,,
Microsoft Forecaster 7.0,Original Release,2019-07-09,,microsoft,,,
Microsoft Forecaster 7.0,Service Pack 1,2019-07-09,,microsoft,,,
Microsoft Forecaster 7.0,Service Pack 2,2019-07-09,,microsoft,,,
Microsoft Forecaster 7.0,Service Pack 3,2019-07-09,,microsoft,,,
Microsoft Forecaster 7.0,Service Pack 4,2019-07-09,,microsoft,,,
Microsoft Forecaster 7.0,Service Pack 5,2019-07-09,,microsoft,,,
Microsoft Forefront Client Security,,2015-07-14,,microsoft,,,
Microsoft Forefront Endpoint Protection 2010,,2019-07-09,,microsoft,,,
Microsoft Forefront Identity Manager 2010,,2022-10-11,,microsoft,,,
Microsoft Forefront Identity Manager 2010 R2,Original Release,2022-10-11,,microsoft,,,
Microsoft Forefront Identity Manager 2010 R2,Service Pack 1,2022-10-11,,microsoft,,,
Microsoft Forefront Server Security Management Console,,,,microsoft,,,
Microsoft Forefront Threat Management Gateway 2010,Original Release,2020-04-14,,microsoft,,,
Microsoft Forefront Threat Management Gateway 2010,Service Pack 1,2020-04-14,,microsoft,,,
Microsoft Forefront Threat Management Gateway 2010,Service Pack 2,2020-04-14,,microsoft,,,
Microsoft Forefront Threat Management Gateway 2010,Original Release,2020-04-14,,microsoft,,,
Microsoft Forefront Threat Management Gateway 2010,Service Pack 1,2020-04-14,,microsoft,,,
Microsoft Forefront Threat Management Gateway 2010,Service Pack 2,2020-04-14,,microsoft,,,
Microsoft Forefront Threat Management Gateway Web Protection Services,,,,microsoft,,,
"Microsoft Forefront Threat Management Gateway, Medium Business Edition",,2018-11-12,,microsoft,,,
Microsoft Forefront Unified Access Gateway 2010,Original Release,2020-04-14,,microsoft,,,
Microsoft Forefront Unified Access Gateway 2010,Service Pack 1,2020-04-14,,microsoft,,,
Microsoft Forefront Unified Access Gateway 2010,Service Pack 2,2020-04-14,,microsoft,,,
Microsoft Forefront Unified Access Gateway 2010,Service Pack 3,2020-04-14,,microsoft,,,
Microsoft Forefront Unified Access Gateway 2010,Service Pack 4,2020-04-14,,microsoft,,,
Microsoft Genomics,,,,microsoft,,,
Microsoft Helmsman 4.0,,2014-01-14,,microsoft,,,
Microsoft Host Integration Server 2004,Original Release,2015-01-13,,microsoft,,,
Microsoft Host Integration Server 2004,Service Pack 1,2015-01-13,,microsoft,,,
Microsoft Host Integration Server 2004,Original Release,2015-01-13,,microsoft,,,
Microsoft Host Integration Server 2004,Service Pack 1,2015-01-13,,microsoft,,,
Microsoft Host Integration Server 2004,Original Release,2015-01-13,,microsoft,,,
Microsoft Host Integration Server 2004,Service Pack 1,2015-01-13,,microsoft,,,
Microsoft Host Integration Server 2006,Original Release,2017-04-11,,microsoft,,,
Microsoft Host Integration Server 2006,Service Pack 1,2017-04-11,,microsoft,,,
Microsoft Host Integration Server 2006,Original Release,2017-04-11,,microsoft,,,
Microsoft Host Integration Server 2006,Service Pack 1,2017-04-11,,microsoft,,,
Microsoft Host Integration Server 2009,,2019-07-09,,microsoft,,,
Microsoft Host Integration Server 2010,,2021-01-12,,microsoft,,,
Microsoft Host Integration Server 2013,,2024-01-09,,microsoft,,,
Microsoft Host Integration Server 2016,,2027-01-11,,microsoft,,,
Microsoft Host Integration Server 2020,,2030-07-09,,microsoft,,,
Microsoft Identity Integration Server 2003,Original Release,2013-10-08,,microsoft,,,
Microsoft Identity Integration Server 2003,Service Pack 1,2013-10-08,,microsoft,,,
Microsoft Identity Integration Server 2003,Service Pack 2,2013-10-08,,microsoft,,,
Microsoft Identity Lifecycle Manager 2007,Original Release,2017-07-11,,microsoft,,,
Microsoft Identity Lifecycle Manager 2007,Feature Pack 1,2017-07-11,,microsoft,,,
Microsoft Identity Lifecycle Manager 2007,Feature Pack  1 Service Pack 1,2017-07-11,,microsoft,,,
Microsoft Identity Manager 2016,Original Release,2029-01-09,,microsoft,,,
Microsoft Identity Manager 2016,Service Pack 1,2029-01-09,,microsoft,,,
Microsoft Identity Manager 2016,Service Pack 2,2029-01-09,,microsoft,,,
Microsoft Integration Designer 2.5,,2017-07-11,,microsoft,,,
Microsoft Intelligent Application Gateway 2007,Original Release,2017-07-11,,microsoft,,,
Microsoft Intelligent Application Gateway 2007,Service Pack 1,2017-07-11,,microsoft,,,
Microsoft Intelligent Application Gateway 2007,Service Pack 2,2017-07-11,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Original Release,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Service Pack 1,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Service Pack 2,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Service Pack 3,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Original Release,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Service Pack 1,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Service Pack 2,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2004,Service Pack 3,2015-04-14,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2006,Original Release,2017-01-10,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2006,Service Pack 1,2017-01-10,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2006,Original Release,2017-01-10,,microsoft,,,
Microsoft Internet Security and Acceleration Server 2006,Service Pack 1,2017-01-10,,microsoft,,,
Microsoft iSCSI Software Target 3.3,,,,microsoft,,,
Microsoft Lync 2010,,2021-04-13,,microsoft,,,
Microsoft Lync 2010,,2021-04-13,,microsoft,,,
Microsoft Lync 2010,,2021-04-13,,microsoft,,,
Microsoft Lync 2010,,2021-04-13,,microsoft,,,
Microsoft Lync for Mac 2011,,2018-10-09,,microsoft,,,
Microsoft Lync Phone Edition,,2023-04-11,,microsoft,,,
Microsoft Lync Server 2010,,2021-04-13,,microsoft,,,
Microsoft Lync Server 2010,,2021-04-13,,microsoft,,,
Microsoft Lync Server 2010,,2021-04-13,,microsoft,,,
Microsoft Lync Server 2010,,2021-04-13,,microsoft,,,
Microsoft Lync Server 2013,,2023-04-11,,microsoft,,,
Microsoft Lync Server 2013,,2023-04-11,,microsoft,,,
Microsoft Lync Server 2013,,2023-04-11,,microsoft,,,
Microsoft Lync Server 2013,,2023-04-11,,microsoft,,,
Microsoft Lync Server 2013,,2023-04-11,,microsoft,,,
Microsoft Machine Learning Server (Microsoft R Server),,,2022-07-01,microsoft,,,
Microsoft Mediaroom,,,,microsoft,,,
Microsoft Mediaroom,,,,microsoft,,,
Microsoft Mediaroom,,,,microsoft,,,
Microsoft Mediaroom,,,,microsoft,,,
Microsoft Mediaroom,,,,microsoft,,,
Microsoft Mobile Internet Toolkit 1.0,,2013-04-09,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003,Original Release,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 1,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 2,2014-04-08,,microsoft,,,
Microsoft Office 2003,Service Pack 3,2014-04-08,,microsoft,,,
Microsoft Office 2003 Proofing Tools,,2014-01-14,,microsoft,,,
Microsoft Office 2003 Web Components for the 2007 Microsoft Office system,,,,microsoft,,,
Microsoft Office 2004 for Mac,,,,microsoft,,,
Microsoft Office 2004 for Mac,,,,microsoft,,,
Microsoft Office 2004 for Mac,,,,microsoft,,,
Microsoft Office 2007,Original Release,2017-10-10,,microsoft,,,
Microsoft Office 2007,Service Pack 1,2017-10-10,,microsoft,,,
Microsoft Office 2007,Service Pack 2,2017-10-10,,microsoft,,,
Microsoft Office 2007,Service Pack 3,2017-10-10,,microsoft,,,
